name,latitude,longitude,rating,no_of_reviews,delivery_options,promotion,post_code,suburb,road,delivery_cost_winsorized,sun,mon,tue,wed,thu,fri,sat,delivery_time_winsorized
artisan boulangerie co.,1.3235318563705485,103.8522989,4.3,354.0,1,1,329738,Novena,Kim Keat Road,4.5,1,1,1,1,1,1,1,41.0
huggs,1.3219428552788026,103.8463383,5.0,20.0,1,1,307382,Novena,Irrawaddy Road,8.2,0,1,0,0,0,0,0,37.0
jollibee,1.3208584785461424,103.84406113624571,4.2,3737.0,1,1,307506,Novena,Sinaran Drive,9.1,1,1,1,1,1,1,1,45.0
la ristrettos,1.3206326083333333,103.844349,4.3,50.0,2,0,307506,Novena,Sinaran Drive,5.8,0,1,1,1,1,1,1,37.0
cafe football singapore,1.3423113,103.8677022,4.4,17.0,1,0,357844,Toa Payoh,Woodleigh Park,12.2,1,1,1,1,1,1,1,37.0
cedele,1.3200244192551056,103.843461,4.1,131.0,1,1,307683,Novena,Thomson Road,5.4,1,1,1,1,1,1,1,36.0
urban table,1.35438,103.87792,4.7,0.0,1,0,545521,Hougang,Yio Chu Kang Road,15.7,1,1,1,1,1,1,1,37.0
fuel x,1.32923,103.86919,5.0,3.0,1,1,347842,Toa Payoh,Tai Thong Crescent,4.1,1,1,1,0,1,1,1,28.0
dolphins' restaurant,1.3269466666666667,103.8764887,3.0,2.0,1,0,347805,Geylang,Genting Road,4.4,0,1,1,1,1,1,1,38.0
tenderbest,1.3527493476867674,103.73967701196668,4.1,2667.0,1,1,650447,Bukit Batok,Bukit Batok West Avenue 9,7.4,1,1,1,1,1,1,1,32.0
brennack,1.336585,103.909107,4.0,1.0,2,1,415920,Bedok,Kaki Bukit Avenue 3,15.8,0,1,1,1,1,1,0,24.0
swensen's,1.3499849,103.74921171791108,4.4,1629.0,1,1,658713,Bukit Batok,Bukit Batok Central Link,9.4,1,1,1,1,1,1,1,36.0
the coffee bean & tea leaf,1.3500623255968092,103.74952030181883,4.5,2325.0,1,1,658713,Bukit Batok,Bukit Batok Central Link,9.5,1,1,1,1,1,1,1,34.0
pizza hut,1.33971404,103.8855768,4.1,556.0,1,1,534860,Toa Payoh,Upper Paya Lebar Road,4.0,1,1,1,1,1,1,1,34.0
subway,1.3376446,103.92128292137596,4.1,1355.0,1,1,470744,Bedok,Bedok Reservoir Road,4.4,1,1,1,1,1,1,1,28.0
the boiler,1.3347372333333334,103.8856087,4.3,128.0,1,1,368079,Toa Payoh,MacTaggart Road,3.9,1,1,1,1,1,1,1,24.0
fatty bom bom,1.3517827126282786,103.74445342547172,4.3,883.0,1,1,652450,Bukit Batok,Bukit Batok West Avenue 3,17.8,1,1,1,1,1,1,1,36.0
the flame cafe,1.3368284812271585,103.8872619,3.9,27.0,1,0,534818,Toa Payoh,Upper Paya Lebar Road,3.9,1,0,1,1,1,1,1,24.0
four pizza,1.3457645085243577,103.88272615365864,4.8,12.0,3,1,537846,Hougang,Jalan Lokam,5.0,1,1,1,1,1,1,1,66.0
griddler & grinder,1.3301454,103.90143132,4.7,72.0,2,1,400304,Geylang,Ubi Avenue 1,4.7,0,1,1,1,1,1,1,34.0
l&c a1 ayam goreng & western food,1.349005,103.935015,4.5,4.0,1,0,520829,Tampines,Tampines Street 81,4.3,1,0,1,1,1,1,1,39.0
amigo's,1.3506486270975273,103.88660925432411,4.4,28.0,3,1,536742,Hougang,Hougang Avenue 1,4.1,1,1,1,1,1,1,1,34.0
sarpino's,1.3629214735555797,103.7645777409,4.0,491.0,1,1,667979,Bukit Batok,Hillview Rise,4.8,1,1,1,1,1,1,1,31.0
grill werkz,1.3738292398180894,103.7467733,4.3,2309.0,1,1,680810,Choa Chu Kang,Choa Chu Kang Avenue 7,5.3,1,1,1,1,1,1,1,30.0
nasty cookie factory,1.335555938301803,103.9098289,4.5,71.0,1,1,419612,Bedok,Kaki Bukit Avenue 1,18.6,1,1,1,1,1,1,1,28.0
lamb lamp western,1.357644,103.762929,4.0,0.0,1,1,669592,Bukit Batok,Hillview Park Connector,16.5,1,1,1,1,1,1,1,30.0
the handburger,1.35065965,103.87256881139552,4.0,170.0,3,1,556083,Serangoon,Serangoon Central,3.3,1,1,1,1,1,1,1,43.0
starbucks,1.3551366666666669,103.8308353,4.4,617.0,3,1,574408,Bishan,Upper Thomson Road,3.4,1,1,1,1,1,1,1,24.0
bowl & bowl,1.3323624285714286,103.84793688888892,4.6,60.0,1,1,310480,Toa Payoh,Toa Payoh Bus Interchange,3.9,1,1,1,1,1,1,1,38.0
texas lone star,1.33252072593469,103.938446006117,5.0,0.0,3,1,460087,Bedok,Bedok North Avenue 4,3.9,1,1,1,1,1,1,1,27.0
golden rooster,1.3529653689782626,103.953670475,4.1,298.0,3,1,527201,Tampines,Tampines Street 23,3.9,1,1,1,1,1,1,1,35.0
food republic,1.334097091001965,103.88957873350417,4.0,267.0,3,1,534013,Hougang,Tai Seng Street,3.3,1,1,1,1,1,1,1,28.0
udders,1.3536423,103.83434745,4.8,326.0,1,1,574370,Bishan,Upper Thomson Road,3.3,1,1,1,1,1,1,1,24.0
seabay wok & grill,1.3547083230189545,103.96045861978126,4.2,1169.0,1,1,520332,Tampines,Tampines Street 34,3.9,1,1,1,1,1,1,1,36.0
1010 korean & japanese food,1.3384898,103.891399925,4.7,352.0,1,1,534417,Hougang,Tai Seng Avenue,12.8,0,1,1,1,1,1,1,26.0
the humble burger,1.3236045,103.8849499,4.4,9.0,1,0,379131,Geylang,Paya Lebar Way,13.7,0,0,0,1,0,0,0,25.0
subway,1.3267951,103.93228802,4.3,1174.0,1,1,460410,Bedok,Bedok North Street 1,4.4,1,1,1,1,1,1,1,33.0
swensen's,1.352302513061332,103.94515581353016,4.4,2768.0,1,1,529509,Tampines,Tampines Central 5,4.9,1,1,1,1,1,1,1,46.0
chop steak western cuisine,1.354196,103.835864,3.0,1.0,1,0,575629,Bishan,Jalan Todak,3.3,1,1,1,1,1,1,1,24.0
pastry delights,1.34554,103.88253,5.0,1.0,1,0,537846,Hougang,Jalan Usaha,12.7,1,0,1,1,1,1,1,24.0
kabe no ana,1.3508639714285713,103.8719433,4.1,16.0,1,1,534801,Serangoon,Serangoon Central,11.4,1,0,0,0,0,0,0,39.0
good bites,1.3553396,103.85131042,4.0,161.0,1,1,579782,Bishan,Kallang Park Connector,4.9,1,1,1,1,1,1,1,34.0
shabu tontei,1.3508509,103.8721805,3.8,4.0,1,0,556083,Serangoon,Serangoon Central,11.3,1,0,0,0,0,0,0,33.0
m.a.d kitchen,1.329121980209231,103.887972585,4.3,117.0,1,0,379481,Geylang,Circuit Road,4.3,1,1,1,1,1,1,1,27.0
rocky master,1.3361337,103.8893200064241,4.3,100.0,1,1,539775,Hougang,Tai Seng Street,4.3,1,1,1,1,1,1,1,28.0
pepper lunch,1.3692015,103.8478312,4.5,1514.0,1,1,560322,Ang Mo Kio,Ang Mo Kio Avenue 3,6.2,1,1,1,1,1,1,1,31.0
saturday,1.3337321,103.8973295,4.3,4.0,1,1,408555,Geylang,Ubi Avenue 3,4.3,1,1,1,1,1,1,1,32.0
carvers x,1.31782332,103.881507325,3.1,40.0,1,1,388410,Geylang,Lorong 23 Geylang,4.5,1,1,1,1,1,1,1,36.0
fish & co.,1.3546609802371137,103.96063381,4.5,126.0,3,1,520332,Tampines,Tampines Street 34,4.8,1,1,1,1,1,1,1,36.0
the grumpy bear,1.3548716,103.8309173,3.7,38.0,1,1,574402,Bishan,Upper Thomson Road,3.3,1,1,1,1,1,1,1,24.0
mos burger,1.3361077,103.888534,4.3,236.0,3,1,534803,Tai Seng,Upper Paya Lebar Road,4.5,1,1,1,1,1,1,1,31.0
huggs,1.3361236339949816,103.88897235771094,4.6,35.0,1,1,539775,Hougang,Tai Seng Street,13.6,1,1,1,1,1,1,1,27.0
kopi korner,1.334585669398348,103.96264375391348,3.6,11.0,1,0,486038,Tampines,Expo Drive,21.7,0,1,1,1,1,1,0,24.0
pizza hut,1.3317427,103.92475423277604,4.3,574.0,1,1,460546,Bedok,Bedok North Street 3,3.9,1,1,1,1,1,1,1,24.0
kwan's western food & delight,1.333776338095238,103.8947213,4.5,29.0,1,0,408868,Geylang,Ubi Avenue 3,12.7,0,1,1,1,1,1,0,28.0
thus coffee,1.3726308,103.8294946,4.5,153.0,1,1,574416,Ang Mo Kio,Jalan Kuras,15.9,1,1,1,1,1,1,1,30.0
char grill bar,1.3619576,103.75134352142857,4.0,1191.0,1,1,650347,Bukit Batok,Bukit Batok Street 34,10.7,1,1,1,1,1,1,1,35.0
pastamania,1.350848,103.848362,4.2,443.0,1,1,579827,Bishan,Bishan Road,3.3,1,0,0,1,1,1,1,31.0
amigo's,1.351225,103.9295104,4.5,555.0,3,1,523878,Tampines,Tampines Avenue 8,6.1,1,1,1,1,1,1,1,33.0
mahota kitchen,1.3521328915684216,103.94406455,4.6,49.0,1,0,529509,Tampines,Tampines Central 5,17.5,1,1,1,1,1,1,1,43.0
kraft kitchen,1.3477635,103.9359246459392,4.5,15.0,1,1,520820,Tampines,Tampines Street 81,4.6,1,1,1,1,1,1,1,44.0
mediumrare by saveur,1.3523277961695612,103.94367331985724,3.7,73.0,1,0,529509,Tampines,Tampines Central 1,17.0,1,1,1,1,1,1,1,41.0
bistro bowl,1.3527048464,103.7498879448,3.0,1.0,0,0,659164,Bukit Batok,Bukit Batok Central,17.7,1,1,1,1,1,1,1,41.0
western food bukit batok street 31,1.3586693555555556,103.7496149,4.2,21.0,1,1,650376,Bukit Batok,Bukit Batok Street 31,18.1,1,1,1,1,1,1,1,35.0
subway,1.3509063720703125,103.72006586666666,4.6,2159.0,3,1,640456,Jurong West,Jurong West Avenue 1,3.3,1,1,1,1,1,1,1,24.0
do & me western,1.3576366,103.75035655,4.5,244.0,1,0,650374,Bukit Batok,Bukit Batok Street 31,18.1,1,1,1,1,1,1,1,39.0
club july,1.355072,103.8501872,3.1,9.0,1,0,570211,Bishan,Bishan Road,13.2,1,1,1,1,1,1,1,34.0
morganfield's,1.2637113,103.8231962,4.3,51.0,1,0,098585,Bukit Merah,Sentosa Gateway,6.8,1,1,1,1,1,1,1,32.0
7th heaven,1.3445433044001178,103.94157151358628,3.9,210.0,1,1,528882,Tampines,Tampines Street 92,5.4,1,0,1,1,1,1,1,35.0
the black hole delivers,1.3658834,103.7500391,4.2,16.0,1,0,659003,Bukit Batok,Bukit Batok West Avenue 7,18.0,1,1,1,1,1,1,1,37.0
domino's,1.333571,103.915938,4.6,951.0,3,0,470625,Bedok,Bedok Reservoir Road,4.5,1,1,1,1,1,1,1,55.0
chef ace,1.27344334,103.84265239,5.0,1.0,1,0,088934,Downtown Core,Lim Teck Kim Road,4.4,0,1,1,1,1,1,1,33.0
wine connection,1.3634007721311894,103.76449236666666,4.0,357.0,1,1,667979,Bukit Batok,Hillview Rise,4.9,1,1,1,1,1,1,1,29.0
foodelicia,1.3529482,103.74330230833334,4.4,1006.0,1,1,651451,Bukit Batok,Bukit Batok West Avenue 6,17.7,1,1,1,1,1,1,1,31.0
the new ting,1.3634484285714286,103.7646927,4.6,333.0,1,1,667979,Bukit Batok,Hillview Rise,16.7,1,1,1,1,1,1,1,33.0
air pasang eating house,1.3576872,103.7503703,4.5,889.0,1,1,650374,Bukit Batok,Bukit Batok Street 31,17.7,1,1,1,1,1,1,1,39.0
subway,1.35894085,103.7519786,4.4,1478.0,1,1,659083,Bukit Batok,Choa Chu Kang Park Connector,5.0,1,1,1,1,1,1,1,25.0
subway,1.2766602744297302,103.8454789388669,4.3,126.0,1,1,069115,Shenton Way,Maxwell Road,4.5,0,1,1,1,1,1,1,24.0
subway,1.3501007,103.84824496079602,4.6,823.0,1,1,579837,Bishan,Bishan Place,6.6,1,1,1,1,1,1,1,28.0
fareground at grain,1.3352017,103.88488488,5.0,5.0,3,1,369972,Toa Payoh,Burn Road,11.1,1,1,1,1,1,1,1,32.0
hans im glück german burgergrill,1.354359,103.960104,5.0,6.0,1,1,529284,Tampines,Tampines Street 32,4.2,1,1,1,1,1,1,1,36.0
domino's,1.3274866778684788,103.93477272426472,4.6,1341.0,3,0,460218,Bedok,Bedok North Street 1,4.5,1,1,1,1,1,1,1,55.0
texas lone star,1.3546738,103.9606455,4.1,10.0,3,0,520332,Tampines,Tampines Street 34,4.6,1,1,1,1,1,1,1,36.0
kfc,1.3495125474479153,103.74928914283988,4.0,3211.0,3,1,658713,Bukit Batok,Bukit Batok Central Link,17.4,1,1,1,1,1,1,1,24.0
tenderbest,1.3492899934526292,103.9324210344576,4.4,1166.0,3,1,520824,Tampines,Tampines Street 81,5.3,1,1,1,1,1,1,1,41.0
the jolly roger,1.357639,103.760308,5.0,2.0,1,1,669619,Bukit Batok,Chu Lin Road,17.5,1,1,1,1,1,1,1,30.0
canopy garden dining,1.3624366666666667,103.84732691,3.7,41.0,1,1,569931,Bishan,CP,5.0,1,1,1,1,1,1,1,34.0
gem's grill,1.3463133571428572,103.9381294,4.0,397.0,1,1,520802,Tampines,Tampines Avenue 4,3.7,1,1,1,1,1,1,1,37.0
cedele,1.3637113698474896,103.76466760640724,4.2,738.0,1,1,667981,Bukit Batok,Hillview Avenue,20.7,1,1,1,1,1,1,1,28.0
cornerstone pasta & grill,1.37472,103.83975,3.4,7.0,1,1,560616,Ang Mo Kio,Ang Mo Kio Avenue 4,5.0,1,1,1,1,1,1,1,29.0
pepper lunch,1.353876864347826,103.9451623,4.5,1453.0,1,1,529536,Tampines,Tampines Central 1,5.5,1,1,1,1,1,1,1,43.0
kfc,1.3546387,103.8313283,3.8,994.0,3,1,577937,Bishan,Soo Chow Garden Road,3.3,1,1,1,1,1,1,1,24.0
the soup spoon,1.280792275,103.8505604,3.7,3.0,3,0,048582,Downtown Core,Raffles Quay,3.3,0,1,1,1,1,1,0,25.0
xin wang hong kong cafe,1.3692345,103.84786515,4.1,656.0,1,1,560322,Ang Mo Kio,Ang Mo Kio Avenue 3,5.2,1,1,1,1,1,1,1,35.0
smol,1.2808979666666669,103.85076255,4.3,4.0,1,0,048581,Downtown Core,Cross Street,3.3,0,1,1,1,1,1,1,24.0
ang mo kio foodloft mix & match,1.3692871,103.84832315306474,4.1,206.0,1,1,569933,Ang Mo Kio,Ang Mo Kio Bus Interchange,6.2,1,1,1,1,1,1,1,35.0
shake farm,1.2816172186297192,103.8499875,4.0,11.0,1,0,048547,Downtown Core,Cross Street,3.3,1,1,1,1,1,1,1,24.0
saizeriya,1.342461048572872,103.95282535945488,4.5,384.0,1,1,520253,Tampines,Simei Street 6,4.9,1,1,1,1,1,1,1,39.0
o'green,1.2782586846712198,103.8535373,5.0,1.0,1,0,018969,Downtown Core,Commerce Street,3.3,0,1,1,1,1,1,0,24.0
tenderbest,1.3492061,103.9336914,4.4,1467.0,3,1,521823,Tampines,Tampines Street 81,4.3,1,1,1,1,1,1,1,37.0
the coffee bean & tea leaf,1.3332279878378992,103.95899301936794,4.6,47.0,1,1,486917,Tampines,Jalan Angin Laut,17.1,0,0,0,0,0,1,0,24.0
backyard griller,1.3730256339103273,103.84608178,4.3,163.0,1,1,560727,Ang Mo Kio,Ang Mo Kio Avenue 6,5.5,1,1,1,1,1,1,1,34.0
the mommom club,1.354335,103.959851,2.1,18.0,1,0,520332,Tampines,Tampines Street 34,4.1,1,1,1,1,1,1,1,36.0
kfc,1.350504398345947,103.7191367,4.0,2234.0,3,1,640501,Jurong West,Jurong West Street 51,3.3,1,1,1,1,1,1,1,25.0
ps cafe,1.293697652542373,103.83164265,4.4,107.0,1,1,237994,Singapore River,Kim Seng Promenade,4.5,1,1,1,1,1,1,1,24.0
mix & match malls (food),1.2935932464085056,103.83189199873568,4.2,79.0,1,1,237994,Singapore River,Kim Seng Promenade,5.8,1,1,1,1,1,1,1,26.0
proofer bakery & pizzeria,1.352200697411534,103.9446756,3.4,31.0,1,0,529510,Tampines,Tampines Avenue 4,4.9,1,1,1,1,1,1,1,45.0
subway,1.35880755,103.955055,4.5,1246.0,1,1,520462,Tampines,Tampines Street 44,3.9,1,1,1,1,1,1,1,35.0
tcc - the connoisseur concerto,1.2928972,103.83251732729926,4.4,61.0,1,1,237994,Singapore River,Kim Seng Promenade,4.7,1,1,1,1,1,1,1,27.0
kenny rogers,1.352464433333333,103.9438335875,4.3,329.0,1,1,529509,Tampines,Tampines Central 5,5.3,1,1,1,1,1,1,1,44.0
caffe zeppin,1.3592018,103.8340105,4.4,224.0,1,1,573960,Bishan,Sin Ming Lane,15.4,1,1,1,1,1,1,1,26.0
al rsak restaurant,1.3586961627006529,103.7498874,3.8,2998.0,1,1,650376,Bukit Batok,Bukit Batok Street 31,15.1,1,1,1,1,1,1,1,35.0
grub,1.3650344,103.83583299859777,4.4,273.0,1,1,569983,Bishan,Ang Mo Kio Avenue 1,21.5,1,1,1,1,1,1,1,29.0
chop chop western,1.3382233333333335,103.8450196,4.4,220.0,1,1,310126,Toa Payoh,Lorong 1 Toa Payoh,11.8,1,1,1,1,1,1,1,30.0
papa jones bar,1.3702891627339369,103.8437716,4.6,138.0,1,0,560122,Ang Mo Kio,Ang Mo Kio Avenue 3,19.5,1,1,0,1,1,1,1,31.0
switch by timbre x,1.2967048555555556,103.85133215714283,4.5,19.0,1,0,189557,Museum,Bras Basah Road,3.4,0,0,0,0,0,0,1,26.0
udon komadori,1.2990223,103.85042594755429,4.1,15.0,3,0,188647,Museum,Prinsep Street,3.5,1,1,1,1,1,1,1,24.0
beef bro,1.352446932387602,103.9438197739874,4.1,740.0,1,1,529509,Tampines,Tampines Central 5,17.6,1,1,1,1,1,1,1,41.0
slappy cakes,1.3003297,103.8449742,3.8,5.0,1,0,238839,Museum,Plaza Singapura Forecourt,3.5,1,0,0,0,0,0,0,30.0
poulet,1.2636067,103.8212218,4.4,111.0,1,1,098585,Bukit Merah,Harbourfront Avenue,7.1,1,1,1,1,1,1,1,29.0
curious palette,1.2998738,103.849915,4.6,21.0,1,0,189626,Rochor,Cheang Jim Chwan Place,3.5,1,1,1,1,1,1,1,26.0
ollie kitchen & bar,1.301655,103.840084,5.0,0.0,1,1,238851,Orchard,Orchard Road,4.2,1,1,1,1,1,1,1,65.0
stage,1.2998939,103.8499309,5.0,1.0,1,0,189626,Rochor,Cheang Jim Chwan Place,3.5,1,1,1,1,1,1,1,24.0
subway,1.2748347,103.8000841,4.1,252.0,3,1,117438,Queenstown,Pasir Panjang Road,4.09,0,1,1,1,1,1,0,25.0
i-bar & bistro,1.29996,103.84989,5.0,0.0,1,0,189626,Rochor,Cheang Jim Chwan Place,3.5,1,1,1,1,1,1,1,24.0
chui xiang kitchen,1.3767774238028645,103.827995,4.5,192.0,1,0,579524,Ang Mo Kio,Casuarina Road,16.8,1,1,1,1,1,1,1,27.0
burgs by project warung,1.35295575,103.7433166,4.6,530.0,1,1,651451,Bukit Batok,Bukit Batok West Avenue 6,21.6,1,1,1,1,1,1,1,32.0
cacio e pepe,1.3577934,103.76053900467582,4.1,143.0,1,0,669619,Bukit Batok,Chu Lin Road,19.6,1,0,1,1,1,1,1,33.0
the old straits cafe,1.3000669,103.8499123,4.5,15.0,1,1,188351,Rochor,Selegie Road,3.5,1,1,1,1,1,1,1,29.0
dimbulah grains,1.265065,103.81807946036756,4.3,26.0,1,1,098632,Bukit Merah,Harbourfront Avenue,7.6,0,1,1,1,1,1,0,30.0
nando's,1.300792,103.845158,3.5,425.0,1,1,238839,Museum,Handy Road,3.5,1,1,1,1,1,1,1,27.0
cedele,1.2745533,103.80008576689274,4.4,31.0,1,1,117439,Queenstown,Pasir Panjang Road,15.8,0,1,1,1,1,1,0,26.0
dimbulah grains,1.27667235,103.845949375,4.3,3.0,1,1,069115,Shenton Way,Maxwell Road,3.3,0,1,1,1,1,1,0,24.0
t bob's corner,1.2973237946944187,103.85241253880592,4.1,48.0,1,0,188018,Rochor,Victoria Street,3.4,1,1,1,1,1,1,1,28.0
pasta e formaggio,1.2789099,103.8484817,3.8,90.0,1,0,068906,Downtown Core,Robinson Road,3.3,0,1,1,1,1,1,1,25.0
sufood,1.2942256,103.85320227142856,4.0,6.0,1,0,179103,Bras Basah,North Bridge Road,3.4,1,1,1,1,1,1,1,29.0
subway,1.277585,103.8173385,4.4,408.0,1,1,098803,Bukit Merah,Telok Blangah Way,4.09,1,1,1,1,1,1,1,25.0
benedito,1.367775,103.7662366,3.6,26.0,1,0,678214,Bukit Panjang,Upper Bukit Timah Road,16.6,0,0,0,1,0,0,1,35.0
kebabs faktory,1.2788734934674435,103.85042405340828,4.1,170.0,1,1,068803,Shenton Way,Shenton Way,3.3,1,1,1,1,1,1,1,24.0
pizza hut,1.3546252,103.83137443186028,4.2,306.0,1,1,574408,Bishan,Upper Thomson Road,3.3,1,1,1,1,1,1,1,24.0
west grill station,1.3679643,103.8372481,4.2,741.0,1,1,560232,Ang Mo Kio,Ang Mo Kio Avenue 3,5.1,0,1,1,1,1,1,1,27.0
three blind pigs,1.278628,103.85109565454546,4.7,7.0,1,0,068807,Downtown Core,Shenton Way,3.3,0,1,1,1,1,1,0,27.0
lombardo's singapore,1.2797414,103.8432832,5.0,2.0,1,0,089486,Outram,Duxton Road,3.4,1,0,1,1,1,1,1,30.0
milligram,1.2770406749999998,103.8525288,4.3,22.0,1,0,018936,Downtown Core,Straits View,3.3,0,1,1,1,1,1,0,32.0
sahara bar & restaurant,1.2873979333333332,103.8493093,3.6,90.0,1,0,049847,Singapore River,Boat Quay,3.3,1,1,1,1,1,1,1,26.0
domino's,1.28031,103.84804,4.5,1213.0,3,0,068732,Downtown Core,Stanley Street,4.5,1,1,1,1,1,1,1,55.0
byblos grill,1.3010763,103.859975,2.9,61.0,1,1,199545,Rochor,Bussorah Street,5.9,1,1,1,1,1,1,1,31.0
jewel coffee,1.27676465,103.84549575,4.3,33.0,1,1,069115,Shenton Way,Maxwell Road,3.3,1,1,1,1,1,1,1,24.0
wingstop,1.29481932,103.85923859999998,4.1,320.0,3,1,038983,Downtown Core,Fountain of Wealth,3.4,1,1,1,1,1,1,1,35.0
saybons,1.2774315,103.848998225,4.0,29.0,1,0,068815,Shenton Way,Shenton Way,4.5,0,1,1,1,1,1,1,25.0
the makan place,1.3641001,103.84927519,4.6,12.0,1,0,560338,Ang Mo Kio,Ang Mo Kio Street 32,5.9,1,1,1,1,1,1,1,32.0
cedele,1.3059666,103.7914056,4.1,42.0,1,1,138588,Queenstown,North Buona Vista Drive,16.9,0,1,1,1,1,1,0,27.0
the workbench bistro,1.36197684,103.8518639,3.9,202.0,1,1,560333,Ang Mo Kio,Ang Mo Kio Avenue 1,5.7,1,1,1,1,1,1,1,32.0
i'chick,1.3609944,103.7513798,4.7,12.0,1,0,650359,Bukit Batok,Bukit Batok Street 31,18.3,1,1,1,1,1,1,1,35.0
big appetite food court,1.29492,103.85948,5.0,1.0,1,0,038986,Downtown Core,Fountain of Wealth,3.4,1,1,1,1,1,1,1,33.0
hoshino coffee,1.294895,103.85980307650092,4.3,18.0,1,0,038983,Downtown Core,Temasek Boulevard,3.4,1,1,1,1,1,1,1,34.0
flor patisserie,1.2931314857142855,103.8512184,4.3,21.0,1,1,179100,Civic District,Stamford Road,3.4,1,0,1,1,1,1,1,24.0
burger king,1.3631048202514646,103.76465487480162,3.9,2345.0,3,1,667979,Bukit Batok,Hillview Rise,4.9,1,1,1,1,1,1,1,29.0
two wings,1.2912102,103.8503448,4.7,10.0,1,0,179105,Civic District,North Bridge Road,3.4,0,1,0,0,0,0,0,24.0
blooie's roadhouse,1.3590500621040984,103.767572,4.0,126.0,1,1,678052,Bukit Panjang,Upper Bukit Timah Road,5.8,1,1,1,1,1,1,1,32.0
gourmet sausage factory,1.279155591,103.8427833,3.9,10.0,1,0,089591,Outram,Duxton Hill,3.5,1,1,1,1,1,1,1,26.0
der biergarten,1.2998079,103.849754,4.5,4.0,1,0,188351,Rochor,Selegie Road,3.5,1,1,1,1,1,1,1,29.0
octapas,1.28958085,103.8453565,3.2,24.0,1,0,179024,Singapore River,Clarke Quay,3.3,1,1,1,1,1,1,1,30.0
twohana,1.3503245508978217,103.84126359823284,3.3,6.0,1,0,577182,Bishan,Jalan Pemimpin,14.4,1,1,1,1,1,1,1,28.0
l'operetta corner bar,1.2813716,103.8481800762823,3.0,1.0,1,0,069614,Outram,Boon Tat Street,5.7,0,1,1,1,1,1,0,28.0
picanhas',1.2817142,103.8456827,5.0,4.0,1,0,069455,Outram,Club Street,3.5,0,1,1,1,1,1,1,33.0
pastaholic,1.2892312,103.8468958,3.6,5.0,1,1,059817,Singapore River,Eu Tong Sen Street,3.5,1,1,1,1,1,1,1,32.0
baja fresh mexican grill,1.2781685836893204,103.85262533333332,4.2,26.0,1,0,018936,Downtown Core,Straits View,3.7,1,1,1,1,1,1,1,27.0
wine connection cheese bar,1.29220486,103.84171306,4.3,110.0,1,1,237995,Singapore River,Unity Street,4.8,1,1,1,1,1,1,1,26.0
golden rooster,1.3589536,103.8442365,4.3,905.0,3,1,570284,Bishan,Bishan Street 22,4.9,1,1,1,1,1,1,1,26.0
pretty easy cafe,1.2913141,103.85131933333332,3.0,5.0,1,0,179803,Civic District,Coleman Street,3.4,0,1,1,1,1,1,0,24.0
fatboy's the burger bar,1.3515741176352989,103.8354133,4.3,474.0,1,1,574354,Bishan,no road,3.4,1,1,1,1,1,1,1,25.0
paris baguette,1.2957203585132615,103.85864795684182,4.7,99.0,1,1,038987,Downtown Core,Drop off,3.4,1,1,1,1,1,1,1,37.0
wester,1.3509736362981926,103.84865430670204,4.1,22.0,1,1,579837,Bishan,Bishan Place,4.8,1,1,1,1,1,1,1,35.0
the sandwich shop,1.298811,103.85928486879006,4.0,24.0,3,1,189721,Bugis,Beach Road,3.3,0,1,1,1,1,1,0,36.0
subway,1.2941084293563705,103.78472201348973,4.2,149.0,3,1,119082,Queenstown,Lower Kent Ridge Road,4.09,0,1,1,1,1,1,1,28.0
zipp burger & pasta,1.2937887,103.83179633333332,4.7,17.0,1,1,237994,Singapore River,Kim Seng Promenade,4.5,1,1,1,1,1,1,1,25.0
brotzeit,1.294878,103.85311948,4.4,36.0,1,1,179103,Civic District,North Bridge Road,3.5,1,1,1,1,1,1,1,29.0
the gallery bistro,1.29088134,103.8520646,5.0,1.0,1,0,178957,Civic District,Saint Andrew's Road,3.3,1,1,1,1,1,1,1,31.0
bergs burgers,1.3004285,103.8593127,4.1,38.0,3,0,188396,Bras Basah,Seah Street,3.5,1,1,1,1,1,1,1,31.0
jack's place,1.29713676,103.85350948209302,4.2,27.0,1,1,180231,Bras Basah,Bain Street,3.3,1,1,1,1,1,1,1,30.0
kfc,1.3472646,103.67998205340976,3.8,236.0,3,1,637331,Western Water Catchment,Nanyang Drive,21.7,0,1,1,1,1,1,0,39.0
the tea party express,1.2976765,103.8488033,4.3,10.0,1,0,178903,Museum,Stamford Road,3.4,0,1,1,1,1,1,1,24.0
kfc,1.3263399,103.7238248,4.2,1478.0,3,1,610140,Jurong West,Yung Ho Road,21.6,1,1,1,1,1,1,1,25.0
ny night market,1.2635830666666668,103.8221674,3.7,23.0,1,1,098585,Bukit Merah,Harbourfront Avenue,5.6,1,1,1,1,1,1,1,34.0
fish & co.,1.2635743844333405,103.822995653408,4.3,201.0,1,1,098137,Bukit Merah,Sentosa Boardwalk,6.8,1,1,1,1,1,1,1,34.0
hanis,1.2972059,103.8544687,4.4,41.0,1,0,040893,Bras Basah,North Bridge Road,3.3,1,0,0,0,0,0,0,24.0
crossings cafe,1.298379333333333,103.85133217,4.0,4.0,1,0,187953,Rochor,Waterloo Link,3.3,1,0,1,1,1,1,1,24.0
morganfield's,1.2942244933103344,103.8598717,3.7,26.0,1,0,038986,Downtown Core,Temasek Avenue,3.4,1,1,1,1,1,1,1,33.0
