name,latitude,longitude,rating,no_of_reviews,delivery_options,promotion,post_code,suburb,road,delivery_cost_winsorized,sun,mon,tue,wed,thu,fri,sat,delivery_time_winsorized
fatty bom bom,1.343111,103.8511133,4.3,1686.0,1,1,570136,Toa Payoh,Braddell Road,3.3,0,1,1,1,1,1,1,35.0
kim keat palm market & food centre - beta,1.3354646,103.85699274285714,4.1,14.0,1,0,310022,Toa Payoh,Lorong 7 Toa Payoh,5.0,1,1,1,1,1,1,1,37.0
momiji kyoto cafe,1.33662379135161,103.779697182002,4.0,2.0,1,0,598332,Bukit Timah,King Albert Park,18.2,1,1,1,1,1,1,1,29.0
the meeting room,1.3425580343136183,103.77539672564646,3.9,41.0,1,0,599744,Hillview,Cheong Chin Nam Road,18.8,1,1,1,1,1,1,1,28.0
pizza hut,1.3366224942741325,103.768808,4.4,423.0,1,1,598993,no suburb,Eng Kong Terrace,3.9,1,1,1,1,1,1,1,25.0
the udder pancake,1.34102487,103.7740107,4.8,307.0,1,1,598139,no suburb,Lorong Kilat,4.09,1,1,1,1,1,1,1,24.0
tenderfresh pasta & broiler,1.3667087554931638,103.9643193,4.5,2007.0,1,1,510257,Pasir Ris,Pasir Ris Drive 2,10.5,1,1,1,1,1,1,1,42.0
caffe pastore,1.34232,103.7764274,4.3,63.0,1,0,588177,no suburb,Upper Bukit Timah Road,18.7,1,1,1,1,1,1,1,24.0
pizza hut,1.3495110068275975,103.74922082693274,4.3,903.0,1,1,658713,Bukit Batok,Bukit Batok Central Link,5.5,1,1,1,1,1,1,1,43.0
pasta fresca da salvatore,1.312958957553707,103.92550076416777,3.9,143.0,1,0,457602,Bedok,Jalan Jamal,7.0,1,1,1,1,1,1,1,70.0
big boys sizzling hotplate,1.3421613158499983,103.77652488,4.4,99.0,1,1,588176,no suburb,Bukit Timah Link,4.2,1,0,1,1,1,1,1,30.0
on1 sports bistro,1.338024023444876,103.7935302,4.0,71.0,1,1,287994,Bukit Timah,Turf Club Road,16.5,1,1,1,1,1,1,1,39.0
popeyes,1.32087735,103.8442771,4.1,1272.0,1,1,307506,Novena,Sinaran Drive,5.2,1,1,1,1,1,1,1,42.0
sailor wings,1.35256,103.75727,3.1,23.0,1,1,659801,Bukit Batok,Hillview Terrace,4.1,1,1,1,1,1,1,1,35.0
real food,1.3204126222222223,103.8450947,4.5,72.0,1,1,307470,Novena,Sinaran Drive,4.6,1,1,1,1,1,1,1,40.0
nickeldime,1.3209493204613367,103.8419125,3.0,6.0,1,0,307645,Novena,Thomson Road,4.4,1,1,1,1,1,1,1,41.0
the hideout,1.3485402,103.8416069,3.7,21.0,1,0,577178,Bishan,Jalan Pemimpin,3.9,0,1,1,1,1,1,1,41.0
southern soul - nashville hot fried chicken - wings / chicken burgers / tenders / fries,1.357021071018054,103.7634972338683,4.3,157.0,1,1,659920,Bukit Batok,Hillview Park Connector,4.8,1,1,1,1,1,1,1,62.0
kfc,1.3328633333333333,103.8494185,3.9,816.0,3,1,310190,Toa Payoh,Lorong 6 Toa Payoh,11.6,1,1,1,1,1,1,1,26.0
huggs,1.35509121347768,103.83096150367,5.0,0.0,1,0,574408,Bishan,Upper Thomson Road,8.3,1,1,1,1,1,1,1,43.0
rocky master,1.3550130545454546,103.8311782,4.0,21.0,1,1,574408,Bishan,Upper Thomson Road,10.0,1,1,1,1,1,1,1,47.0
secret recipe,1.3320737954740594,103.8495927012329,4.4,161.0,1,1,310460,Toa Payoh,Lorong 6 Toa Payoh,10.6,1,1,1,1,1,1,1,28.0
habitat coffee,1.3528759,103.8345298,4.5,35.0,1,1,574355,Bishan,no road,8.3,1,0,1,1,1,1,1,42.0
huggs,1.3349925,103.96410262,4.7,18.0,1,1,486066,Tampines,Changi Business Park Central 1,17.2,0,1,1,1,1,1,0,35.0
upper thomson mix & match,1.3531611333333335,103.834904,4.6,32.0,1,1,575585,Bishan,Jalan Todak,10.0,1,1,1,1,1,1,1,48.0
wolf burgers,1.3342356537732307,103.96290115,4.3,107.0,1,0,486038,Tampines,Expo Drive,17.2,0,1,1,1,1,0,0,33.0
subway,1.3387382,103.77868788666666,4.3,704.0,3,1,588996,Bukit Timah,Jalan Anak Bukit,4.3,1,1,1,1,1,1,1,30.0
domino's,1.3420322530519275,103.77524752081038,4.4,577.0,3,0,599595,no suburb,Chun Tin Road,4.5,1,1,1,1,1,1,1,55.0
carl's jr.,1.3369164,103.7789230942726,4.2,1648.0,3,0,598332,Bukit Timah,King Albert Park,4.4,1,1,1,1,1,1,1,27.0
greenwood fish market,1.3318213571363375,103.80631213333334,3.8,55.0,1,1,289204,Bukit Timah,Greenwood Avenue,4.7,1,1,1,1,1,1,1,42.0
flagwhite,1.3407718366666668,103.77236962,4.6,156.0,1,1,596569,no suburb,Jalan Jurong Kechil,3.9,1,1,0,1,1,1,1,24.0
camden hill restaurant & bar,1.329914,103.816514,2.8,5.0,1,1,299814,Novena,Camden Park,6.1,1,1,1,1,1,1,1,32.0
food beverage idealist,1.3423005,103.8492415,4.6,254.0,1,1,310203,Toa Payoh,Toa Payoh North,13.4,0,1,1,1,1,1,0,37.0
the black sheep cafe,1.3534479,103.83569514726888,5.0,7.0,1,0,575629,Bishan,Jalan Todak,18.8,1,0,1,0,0,1,0,30.0
wheeler's yard,1.3265687732319704,103.85283,4.5,50.0,1,0,328781,Novena,Lorong Ampas,7.5,1,0,0,1,1,1,1,38.0
saizeriya,1.3328508,103.8495061,4.4,1373.0,1,1,310190,Toa Payoh,Lorong 6 Toa Payoh,3.3,1,1,1,1,1,1,1,27.0
beef bro,1.352446932387602,103.9438197739874,4.0,166.0,1,0,529509,Tampines,Tampines Central 5,12.0,1,1,1,1,1,1,1,70.0
thomson plaza (mix & match) - beta,1.3547260195323076,103.83120334319062,4.1,54.0,1,1,574402,Bishan,Upper Thomson Road,11.6,1,1,1,1,1,1,1,47.0
the coffee bean & tea leaf,1.3316563697286057,103.848371703083,4.5,1029.0,1,1,310480,Toa Payoh,Lorong 6 Toa Payoh,3.3,1,1,1,1,1,1,1,26.0
kingsman bar & bistro,1.35509121347768,103.83096150367,2.0,0.0,1,0,574408,Bishan,Upper Thomson Road,11.9,1,1,1,1,1,1,1,40.0
my gf (gluten-free) pizza bar,1.3526609,103.8347305,1.0,1.0,1,1,574355,Bishan,no road,8.2,1,1,1,1,1,1,1,43.0
tim's @ bones & barrel,1.3209384666666666,103.84188375343992,3.7,45.0,1,1,307645,Novena,Thomson Road,6.1,0,1,0,0,0,0,0,40.0
publico,1.35703007,103.7635038,3.9,212.0,1,1,659920,Bukit Batok,Hillview Park Connector,8.1,1,1,1,1,1,1,1,62.0
john's pizzeria & bakery,1.3410266666666668,103.77324,3.0,10.0,1,0,598139,no suburb,Lorong Kilat,18.8,1,1,1,1,1,1,1,32.0
the wild restaurant,1.3368447,103.7795238,4.3,74.0,1,0,598332,Bukit Timah,King Albert Park,18.2,0,1,0,0,0,0,0,29.0
dining in garden,1.3497925266821558,103.8488975,3.6,130.0,1,0,579841,Bishan,Bishan Place,12.9,1,1,1,1,1,1,1,41.0
master chippy,1.342419827037773,103.846988731174,4.3,1007.0,1,1,310206,Toa Payoh,Toa Payoh North,21.7,1,1,1,1,1,1,1,70.0
molten diners,1.3535496,103.8344048,4.2,383.0,1,1,574369,Bishan,no road,21.7,1,1,1,1,1,1,1,64.0
hotchic2,1.3382765467807534,103.79342033896371,4.6,38.0,1,0,287994,Bukit Timah,Turf Club Road,16.9,1,1,0,1,1,1,1,31.0
kaye peri peri grille pasta,1.3320684,103.8670857,4.2,520.0,1,1,358474,Toa Payoh,Potong Pasir Avenue 2,3.9,1,1,1,1,1,1,1,28.0
o'briens irish sandwich cafe,1.344658944435292,103.6784563,3.8,10.0,1,0,639798,Western Water Catchment,Nanyang Avenue,21.0,0,1,1,1,1,1,0,48.0
indulge,1.3288194170087226,103.84846358,4.5,69.0,1,1,327873,Novena,Ah Hood Road,4.8,1,1,1,1,1,1,1,34.0
domino's,1.3292582980972698,103.86899279887342,4.4,537.0,3,0,347842,Toa Payoh,Tai Thong Crescent,4.5,1,1,1,1,1,1,1,55.0
tims restaurant and cafe,1.3392022,103.8491309,4.3,316.0,1,1,310095,Toa Payoh,Lorong 4 Toa Payoh,3.3,1,0,1,1,1,1,1,34.0
burger king,1.3389012217521663,103.7052364,4.0,5409.0,3,1,648886,Jurong West,Jurong West Central 2,6.7,1,1,1,1,1,1,1,39.0
tani – modern indian restaurant,1.3274475,103.846783,4.5,16.0,1,1,329984,Novena,Ah Hood Road,4.4,1,1,1,1,1,1,1,37.0
the coffee bean & tea leaf,1.330555393344141,103.7956573580179,4.5,296.0,1,1,268802,Bukit Timah,Fifth Avenue,3.9,1,1,1,1,1,1,1,24.0
my western bar,1.34206190599444,103.692606953612,4.6,24.0,1,1,640964,Jurong West,Jurong West Street 91,5.8,1,1,1,1,1,1,1,29.0
golden rooster,1.3343367,103.8498356,4.4,90.0,1,1,310179,Toa Payoh,Toa Payoh Central,3.3,1,1,1,1,1,1,1,27.0
jack's place,1.3351662019416457,103.7059527,4.4,232.0,1,1,649848,Jurong West,Boon Lay Way,3.6,1,1,1,1,1,1,1,38.0
grapevine,1.32923,103.86919,1.0,0.0,1,0,347842,Toa Payoh,Tai Thong Crescent,4.1,1,1,1,1,1,1,1,24.0
rebelicious,1.3262972404590765,103.84529701512712,4.3,96.0,1,1,329842,Novena,Balestier Road,4.3,1,0,1,1,1,1,1,37.0
roots mediterranean,1.3311912322544914,103.80742288122543,4.3,21.0,1,0,289195,Bukit Timah,Greenwood Avenue,5.4,1,1,1,1,1,1,1,37.0
riders cafe,1.3429172,103.7971475,4.8,4.0,1,1,288001,Bukit Timah,Fairways Drive,17.7,1,0,1,1,1,1,1,37.0
andy's grill express,1.3422630260116906,103.84944868333334,4.2,362.0,1,1,310202,Toa Payoh,Toa Payoh North,3.3,1,1,1,1,1,1,1,33.0
stall7 western,1.3321074735308989,103.8500615831942,4.4,537.0,1,1,310460,Toa Payoh,Lorong 6 Toa Payoh,3.7,1,1,1,1,1,1,1,40.0
burger king,1.3547135,103.83067401,4.1,568.0,3,1,574408,Bishan,Upper Thomson Road,10.5,1,1,1,1,1,1,1,47.0
nando's,1.340187,103.706499,4.1,197.0,1,1,648886,Jurong West,Jurong West Central 2,5.2,1,1,1,1,1,1,1,39.0
western hua fu,1.3400816585927655,103.70670677884442,4.2,213.0,1,1,648886,Jurong West,Jurong West Central 2,3.3,1,1,1,1,1,1,1,37.0
alt pizza,1.3235427,103.8523089,4.1,959.0,1,1,329738,Novena,Kim Keat Road,4.3,1,1,1,1,1,1,1,45.0
swensen's,1.354676563888889,103.83126027374983,4.2,384.0,1,1,577937,Bishan,Soo Chow Garden Road,8.8,1,1,1,1,1,1,1,44.0
cosmo dining,1.350927888417012,103.6879605,4.2,17.0,1,0,639798,Western Water Catchment,Nanyang Avenue,3.7,1,1,1,1,1,1,1,41.0
five guys,1.3499598570902125,103.87318909813342,4.3,396.0,1,1,534801,Serangoon,Serangoon Central,3.3,1,1,1,1,1,1,1,47.0
kim western,1.3360068,103.853185,4.2,94.0,3,0,310064,Toa Payoh,Lorong 5 Toa Payoh,5.0,1,1,1,1,1,1,1,35.0
sod cafe,1.3509781,103.8355018,4.7,14.0,1,1,574331,Bishan,Upper Thomson Road,7.1,1,1,0,1,1,1,1,44.0
stackz,1.3268257,103.84669802307693,3.8,40.0,1,0,329984,Novena,Ah Hood Road,4.4,1,1,1,1,1,1,1,70.0
time table cafe,1.35035935,103.71955,4.4,775.0,1,1,640456,Jurong West,Jurong West Street 41,7.2,1,1,1,1,1,1,1,39.0
old school,1.3323508259619772,103.8838604,3.6,17.0,1,1,368207,Geylang,MacPherson Road,4.5,1,1,1,1,1,1,1,36.0
fish & chicks,1.320701968672309,103.84411286260035,4.0,812.0,3,1,329568,Novena,Irrawaddy Road,4.5,1,1,1,1,1,1,1,44.0
collin's restaurant,1.33916545,103.70595800876616,4.2,2957.0,1,1,648886,Jurong West,Jurong West Central 2,3.3,1,1,1,1,1,1,1,43.0
belo cafe and pizza bar,1.3528817872533476,103.835286751661,4.7,36.0,1,1,574352,Bishan,Upper Thomson Road,12.0,1,1,1,1,1,1,1,70.0
grande cibo,1.34678675,103.68085640143116,4.8,10.0,1,0,639798,Western Water Catchment,Nanyang Avenue,20.9,0,1,1,1,1,1,0,41.0
kim san leng,1.3491913,103.8499581,3.9,448.0,1,1,570511,Bishan,Bishan Street 13,4.3,1,1,1,1,1,1,1,42.0
the soup spoon union,1.3470797,103.6807871178492,4.3,186.0,3,0,639798,Western Water Catchment,Nanyang Avenue,3.3,0,1,1,1,1,1,1,37.0
raydy beehoon,1.351212,103.68146,1.0,1.0,1,0,639798,Western Water Catchment,Nanyang Avenue,20.8,1,1,1,1,1,1,0,28.0
mix & match malls (food),1.3505419941864432,103.8727469075315,4.4,68.0,1,1,556083,Serangoon,Serangoon Central,8.2,1,1,1,1,1,1,1,48.0
lee western food,1.353739025,103.70328180501582,3.7,24.0,1,0,640276,Jurong West,Jurong West Avenue 3,19.3,1,1,1,1,1,1,1,50.0
mrs butcher,1.326211283526229,103.8557667,3.6,21.0,1,0,327691,Novena,Whampoa Road,4.6,1,1,1,1,1,1,1,42.0
chat & chow restaurant,1.3317637,103.8792417,1.0,2.0,1,0,368125,Toa Payoh,MacPherson Road,10.9,1,0,0,0,0,0,0,30.0
pizza hut,1.33285874,103.8494693,4.4,1135.0,1,1,310190,Toa Payoh,Lorong 6 Toa Payoh,3.3,1,1,1,1,1,1,1,28.0
belle,1.320683,103.8440313,4.7,41.0,1,1,329568,Novena,Irrawaddy Road,4.6,1,1,1,1,1,1,1,37.0
cuppafield,1.350095337740123,103.73928865,4.7,31.0,1,0,650446,Bukit Batok,Bukit Batok West Avenue 8,7.3,1,0,0,0,0,1,1,36.0
lavish grill,1.33665,103.86013,4.4,18.0,1,1,311011,Toa Payoh,Toa Payoh Industrial Park,4.3,1,1,1,1,1,1,1,36.0
jack's place,1.3313258,103.8492434,3.9,128.0,1,1,319402,Toa Payoh,Lorong 6 Toa Payoh,9.6,1,1,1,1,1,1,1,33.0
jollibee,1.3502248,103.8730335,4.4,601.0,1,1,534801,Serangoon,Serangoon Central,14.1,1,1,1,1,1,1,1,44.0
my cafe & bar,1.3210514192683374,103.8527185,4.7,6.0,1,1,329688,Novena,Balestier Road,4.6,1,1,1,1,1,1,1,41.0
k.o.p - king of pasta,1.350835046153846,103.8721353332878,4.2,10.0,3,0,556083,Serangoon,Serangoon Central,9.7,1,1,1,1,1,1,1,39.0
western & salad bar,1.3268179,103.84638065,4.3,25.0,1,0,329984,Novena,Ah Hood Road,7.6,1,1,1,0,1,1,1,27.0
the grill fam,1.3267927,103.8448901,4.4,0.0,1,0,329876,Novena,Balestier Road,13.8,1,0,1,1,1,1,1,26.0
cavemen restaurant & bar,1.3267475,103.843891,4.5,2.0,1,0,329885,Novena,Jalan Dusun,8.1,1,1,1,1,1,1,1,27.0
chef recipe,1.349291516553652,103.8486835,4.3,391.0,1,1,579841,Bishan,Bishan Place,3.4,1,1,1,1,1,1,1,40.0
western empire,1.3355926,103.85648506666666,4.3,18.0,1,0,310019,Toa Payoh,Lorong 7 Toa Payoh,9.4,1,0,0,0,0,0,0,27.0
il piccolo,1.3343672,103.84988822857144,4.1,334.0,1,1,310179,Toa Payoh,Toa Payoh Central,9.8,0,1,1,1,1,0,0,28.0
e-day western,1.338187343630834,103.84449685,4.3,1407.0,1,1,310128,Toa Payoh,Lorong 1 Toa Payoh,3.3,1,1,1,1,1,1,1,31.0
75 lorong 5 toa payoh food centre - beta,1.3360529,103.8530803,3.5,70.0,1,0,310075,Toa Payoh,Lorong 5 Toa Payoh,5.0,1,1,1,1,1,1,1,33.0
oopen pasta and grill,1.3262323,103.8458209,4.1,16.0,1,0,329849,Novena,Balestier Road,8.1,1,1,1,1,1,1,1,27.0
harry's,1.3362184,103.88925223333337,4.2,119.0,1,1,539775,Hougang,Tai Seng Street,3.3,1,1,1,1,1,1,1,30.0
the pizza makers,1.330184457056133,103.8545205937062,3.6,57.0,1,0,319387,Toa Payoh,Lorong 6 Toa Payoh,11.7,1,1,1,1,0,1,1,27.0
trunk bar & bistro,1.3251175,103.8500986,1.0,1.0,1,0,329795,Novena,Balestier Road,7.5,1,0,1,1,1,1,1,39.0
tenderbest,1.3341294668093011,103.87078987732508,4.0,290.0,1,1,340106,Toa Payoh,Bidadari Park Drive,4.0,1,1,1,1,1,1,1,32.0
backyard griller,1.3319102,103.8678777,4.2,196.0,1,1,358361,Toa Payoh,Potong Pasir Avenue 2,4.9,1,1,1,1,1,1,1,26.0
backyard griller,1.336624931,103.8729896,4.2,21.0,1,1,340110,Toa Payoh,Alkaff Crescent,3.8,1,1,1,1,1,1,1,33.0
homeground grill and bar,1.3237787,103.86490666666666,4.7,138.0,1,1,328190,Kallang,Serangoon Road,4.2,1,0,1,1,1,1,1,33.0
subway,1.330137894784561,103.90042651873598,4.4,1175.0,1,1,400302,Geylang,Ubi Avenue 2,5.5,1,1,1,1,1,1,1,28.0
the social kitchen,1.3476636,103.759472,4.9,15.0,1,1,650286,Bukit Batok,Bukit Batok East Avenue 6,5.7,1,0,0,1,1,1,1,32.0
proofer bakery & pizzeria,1.3312133,103.86860663,3.9,70.0,1,1,347697,Toa Payoh,Upper Serangoon Road,5.4,1,1,1,1,1,1,1,36.0
grain,1.3352842490913197,103.88501476182763,4.3,55.0,1,1,369972,Toa Payoh,Burn Road,4.0,1,1,1,1,1,1,1,70.0
fusion express,1.3505818,103.8692509,4.3,455.0,1,0,550326,Serangoon,Serangoon Avenue 3,3.5,1,1,1,1,1,1,1,43.0
grasso coffee,1.3359967,103.8862648,4.7,92.0,2,1,369546,Toa Payoh,Irving Place,11.6,0,1,1,1,1,1,0,26.0
4fingers,1.32881882214792,103.869618943938,3.4,126.0,1,0,347836,Toa Payoh,Tai Thong Crescent,6.3,1,1,1,1,1,1,1,29.0
kopi & tarts,1.3316586333333331,103.86823595,4.6,468.0,1,1,347697,Toa Payoh,Upper Serangoon Road,3.9,1,1,1,1,1,1,1,27.0
warong jahara by charisma,1.3369316573308705,103.8864044,4.7,155.0,1,0,367998,Toa Payoh,Playfair Road,18.0,0,0,1,1,1,0,0,35.0
buddy hoagies cafe & grill,1.3432304570219478,103.7759063,4.6,1293.0,1,1,588179,Hillview,Upper Bukit Timah Road,4.2,1,1,1,1,1,1,1,29.0
pizza hut,1.329708260066596,103.87379816587128,4.2,415.0,3,1,348532,Toa Payoh,MacPherson Road,6.8,1,1,1,1,1,1,1,36.0
la pizzaiola,1.3363983333333334,103.7833625,4.3,79.0,1,0,599987,Bukit Timah,Dunearn Road,4.5,1,1,1,1,1,1,1,30.0
runway 80,1.3396459,103.8855913,3.7,16.0,1,0,534860,Toa Payoh,Upper Paya Lebar Road,14.0,0,1,1,1,1,1,1,24.0
casa roma,1.337732,103.7935453,3.8,24.0,1,0,288001,Bukit Timah,Turf Club Road,6.9,1,0,1,1,1,1,1,37.0
wolf burgers,1.3570021279168845,103.7634913,4.0,1692.0,1,1,659920,Bukit Batok,Hillview Park Connector,4.9,1,1,1,1,1,1,1,37.0
e-day western,1.3320591,103.84943400000002,4.1,119.0,1,1,319402,Toa Payoh,Lorong 6 Toa Payoh,4.3,1,1,1,1,1,1,1,42.0
potatolab,1.3570167,103.7634961,4.1,146.0,1,1,659920,Bukit Batok,Hillview Park Connector,4.8,1,1,1,1,1,1,1,62.0
fatty bom bom,1.352321103946352,103.75457396419272,4.3,3438.0,1,1,650506,Bukit Batok,Bukit Batok Street 52,4.2,1,1,1,1,1,1,1,35.0
revelry,1.3410175,103.7732992,4.4,141.0,1,1,598139,no suburb,Lorong Kilat,18.8,1,1,1,1,1,1,1,27.0
collin's restaurant,1.35140223366706,103.8618868295,4.8,9.0,1,1,556741,Serangoon,Lorong Chuan,3.3,1,1,1,1,1,1,1,45.0
torigo!,1.3507067647058824,103.8725539,4.6,1787.0,1,1,556083,Serangoon,Serangoon Central,7.2,1,1,1,1,1,1,1,41.0
the soup spoon union,1.350515255897136,103.87271155695385,4.2,1711.0,3,0,556083,Serangoon,Serangoon Central,3.3,1,1,1,1,1,1,1,45.0
pasta glory,1.3384038,103.77855736666667,3.3,5.0,1,0,588996,Bukit Timah,Jalan Anak Bukit,5.4,1,0,1,1,1,1,1,36.0
choupinette,1.3243926,103.8096163,4.8,40.0,1,1,269707,Bukit Timah,Bukit Timah Road,4.5,1,1,1,1,1,1,1,33.0
burger king,1.3364754319190977,103.78332972286846,4.0,1326.0,3,1,589472,Bukit Timah,Dunearn Road,17.4,1,1,1,1,1,1,1,27.0
kindred folk,1.337017759246845,103.77903095585204,4.3,43.0,1,0,598332,Bukit Timah,King Albert Park,8.0,1,0,1,1,1,1,1,41.0
supply & demand,1.3216333,103.84892622876517,3.6,70.0,1,0,308232,Novena,Mandalay Road,4.5,1,1,1,1,1,1,1,43.0
gangsta chicken,1.3208400248082708,103.84414760815264,3.9,52.0,1,1,307506,Novena,Sinaran Drive,4.6,1,1,1,1,1,1,1,43.0
tipo strada,1.3207558,103.8431281,5.0,2.0,1,0,329568,Novena,Irrawaddy Road,4.6,1,1,1,1,1,1,1,38.0
lil chef,1.334082440045342,103.8834332,3.4,8.0,1,0,368088,Toa Payoh,MacTaggart Road,14.5,0,1,1,1,1,1,0,35.0
the grumpy bear,1.3383555,103.7785787,4.1,91.0,1,1,588996,Bukit Timah,Jalan Anak Bukit,8.5,1,0,1,1,1,1,1,42.0
yellow submarines cheesesteaks,1.3491746127560618,103.8499607,4.1,65.0,1,1,570511,Bishan,Bishan Street 13,7.1,1,1,1,0,1,1,1,44.0
4fingers,1.3501279,103.84826338291168,4.2,4486.0,1,1,579837,Bishan,Bishan Place,7.3,1,1,1,1,1,1,1,44.0
one bar cafe,1.3360279,103.8862937,4.7,38.0,1,1,369546,Toa Payoh,Irving Place,4.1,1,0,1,1,1,1,1,35.0
plan b,1.3354611795665443,103.88582921003888,1.8,5.0,1,1,369977,Toa Payoh,Burn Road,3.9,1,1,1,1,1,1,1,46.0
iron supper club,1.330287879395592,103.8742043,4.1,82.0,1,0,349354,Toa Payoh,Jalan Wangi,8.5,1,1,1,1,1,1,1,34.0
bowl & bowl,1.33558,103.886808,4.5,0.0,1,0,369522,Toa Payoh,Irving Road,3.9,0,1,1,1,1,1,1,24.0
pocoloco,1.3523544,103.8348865,3.7,22.0,1,1,574355,Bishan,Upper Thomson Road,12.1,1,1,1,1,1,1,1,47.0
pint & dine,1.34572642,103.882325,4.7,8.0,1,0,537846,Hougang,Jalan Lokam,3.7,1,1,1,1,1,1,1,32.0
le cafe blanche,1.353178756132209,103.83554871721188,4.0,5.0,1,0,575585,Bishan,Sin Ming Road,6.8,1,0,1,1,1,1,1,48.0
cafe etc,1.3519826,103.8352542,3.9,106.0,1,1,574354,Bishan,no road,15.3,0,0,0,0,1,0,0,40.0
westernizer,1.3371172,103.9109326,5.0,5.0,1,0,419612,Bedok,Kaki Bukit Avenue 1,16.2,0,1,1,1,1,1,1,31.0
indulge,1.32958041497383,103.901367155913,5.0,12.0,1,1,400304,Geylang,Ubi Avenue 1,4.6,1,1,1,1,1,1,1,32.0
abris grill,1.3367184600000002,103.9205583,4.5,67.0,1,1,470704,Bedok,Bedok Reservoir Road,18.5,1,1,0,1,1,1,1,40.0
cafe hobo,1.350156666666667,103.86906668156632,4.0,2.0,3,0,550326,Serangoon,Serangoon Avenue 3,10.3,0,1,0,0,0,0,0,27.0
the orange lantern,1.321309,103.889973,5.0,1.0,1,1,389910,Geylang,Aljunied Avenue 4,6.1,0,1,1,1,1,1,0,70.0
cottontail creamery,1.3502418,103.8691188,4.5,91.0,3,1,550326,Serangoon,Serangoon Avenue 3,10.3,1,1,1,1,1,1,1,35.0
easy meals kitchen,1.3354856,103.88271629835938,4.4,5.0,1,0,368330,Toa Payoh,Kampong Ampat,9.9,0,1,1,1,1,1,1,38.0
corgi & bite,1.342066,103.841075,5.0,8.0,1,1,297754,Toa Payoh,Braddell View,14.1,1,0,1,1,1,1,1,34.0
common grill,1.3502811025974024,103.872858477837,4.2,221.0,1,1,534801,Serangoon,Serangoon Central,3.3,1,1,1,1,1,1,1,39.0
wang's western,1.3356155,103.85700287,4.2,209.0,1,0,310022,Toa Payoh,Lorong 7 Toa Payoh,5.0,1,1,1,1,0,1,1,42.0
hom grill,1.34179614842937,103.942118980321,3.0,0.0,1,0,528889,Tampines,Tampines Street 92,15.7,0,1,1,1,1,1,1,38.0
fareground at grain,1.335119404,103.8850106,2.0,1.0,1,0,369972,Toa Payoh,Burn Road,4.0,1,1,1,1,1,1,1,48.0
hot chick buns,1.3352767230966038,103.88501554059262,3.3,22.0,1,0,369972,Toa Payoh,Burn Road,11.0,1,0,0,0,0,0,0,24.0
kaye peri peri grille pasta,1.3457396,103.94584501428572,4.3,447.0,1,1,521138,Tampines,Tampines Street 11,4.9,1,1,1,1,1,1,1,38.0
fish & chicks,1.3464240880711316,103.94510361630785,4.1,783.0,1,1,521139,Tampines,Tampines Street 11,3.3,1,1,1,1,1,1,1,38.0
starbucks,1.3425359,103.9531971,4.5,1716.0,3,1,520253,Tampines,Simei Street 6,4.4,1,1,1,1,1,1,1,36.0
killiney,1.3354949,103.8869267,3.5,182.0,1,1,369520,Toa Payoh,Irving Road,13.8,0,1,1,1,1,1,1,24.0
rainforest village,1.3322442,103.8922159,3.0,5.0,1,0,408734,Geylang,Ubi Road 1,13.4,0,1,1,1,1,1,1,24.0
word. events and catering,1.32758,103.8737,2.0,2.0,1,0,349585,Geylang,Genting Lane,10.0,1,1,1,1,1,1,1,60.0
chef recipe,1.3340933333333331,103.87873666,4.4,66.0,1,1,360004,Toa Payoh,Upper Aljunied Lane,4.4,1,1,1,1,1,1,1,31.0
la pizzaiola,1.3474761,103.8676528,4.2,250.0,1,1,358987,Serangoon,Jalan Riang,5.2,1,1,1,1,1,1,1,39.0
al-azhar,1.3520281022173748,103.95390467728544,4.3,3806.0,1,1,521208,Tampines,Tampines Avenue 2,4.3,1,1,1,1,1,1,1,42.0
fuze by blend it up,1.3451170403777997,103.8816189,3.8,12.0,1,1,534934,Serangoon,Upper Paya Lebar Road,11.9,1,1,1,1,1,1,1,33.0
pastamania,1.352372732466435,103.94508427793647,4.4,489.0,1,1,529510,Tampines,Tampines Central 5,4.8,1,1,1,1,1,1,1,43.0
ambush,1.3502046375,103.84831607126216,4.4,86.0,1,1,579837,Bishan,Bishan Place,4.5,1,1,1,1,1,1,1,42.0
mix & match malls (food),1.352296,103.94458186981132,4.3,63.0,1,1,529510,Tampines,Tampines Avenue 4,6.1,1,1,1,1,1,1,1,48.0
swensen's,1.3506924,103.87217975640934,4.4,1100.0,1,1,556083,Serangoon,Serangoon Central,5.6,1,1,1,1,1,1,1,47.0
texas chicken,1.3521729647659129,103.94350327479788,4.1,3881.0,3,1,529509,Tampines,Tampines Central 5,5.0,1,1,1,1,1,1,1,44.0
caf clickafood,1.3454241,103.88135212,4.6,69.0,1,1,534934,Serangoon,Upper Paya Lebar Road,13.4,1,1,1,1,1,1,1,33.0
wine connection bistro,1.351459615,103.8619944,3.5,4.0,1,0,556741,Serangoon,Lorong Chuan,4.7,1,1,1,1,1,1,1,39.0
refuel cafe,1.33753955,103.92123,4.5,649.0,3,1,470744,Bedok,Bedok Reservoir Road,5.8,1,1,1,1,1,1,1,32.0
twohana,1.350745,103.872802,5.0,0.0,1,0,556083,Serangoon,Serangoon Central,4.5,1,1,1,1,1,1,1,38.0
burp kitchen & bar,1.3385,103.92251675,4.6,145.0,1,1,470740,Bedok,Bedok Reservoir Road,6.0,1,1,1,1,1,1,1,33.0
